smoothness,weight_gsm,stiffness,performance,iteration
4.762728841668073,142.9203432590008,3.317002603209669,-30.534720815975405,0
1.5123748980250693,185.99332263056073,2.9390779553982593,-53.13713007162772,0
2.20578069495109,171.4795130955746,2.9791187501510294,-47.362961356627615,0
4.813531819043542,139.25517491297302,4.7600962451588416,-25.73439427216675,0
3.9401674535383764,52.58364458761102,3.7613271384227476,-5.258977825794804,0
2.45543760817726,103.90878176363827,2.3565003613357765,-27.102089704286332,0
3.209404314574765,94.14812454330038,2.8785251043181503,-21.69424358257984,0
4.421322385157763,139.71173559921706,4.857250131786131,-27.266993654591616,0
3.0481691155773554,113.2489965556222,2.401515068835355,-28.5920507657532,0
2.1123028708314586,109.39096941736398,1.7016099905941995,-30.168501236154572,0
4.448816794731238,139.48901437015826,4.8450747633717715,-26.9975060362152,0
4.696634075565713,69.60800644615044,4.8098561344952095,-4.889909878713381,0
3.264607493728055,129.09232575133112,2.0245231716492267,-33.410056842836696,0
2.65570926461844,164.29837118229494,4.07931823927162,-42.42366082467881,0
2.4927018660880798,164.5319420435526,3.3284591627982696,-44.07675324984168,0
4.1220323575693225,100.46061540979079,2.0716261627137147,-22.543806179386177,0
1.8436503133127355,131.11805405368682,1.8216235298030297,-36.99999994084168,0
1.8969323349925662,56.60390213789873,1.056810842450075,-15.23098977532125,0
1.1344958546346748,145.0781278057187,4.26846207335376,-41.067684379981266,0
2.355275170972845,119.6210443353496,2.107227785013388,-32.28014670751196,0
2.8020845648497352,63.415506927571606,2.9572609047314455,-13.228042891984149,0
4.117624578981866,70.33647294536902,1.7421496384319277,-14.118783296608061,0
2.9001871432406405,101.1679874529928,2.600758827575425,-24.687157352445425,0
1.3724881473137023,149.20387423929472,4.312750590443251,-41.58379429897671,0
1.1523354069416176,78.09580106013732,4.294636563609281,-20.77058521608272,0
4.542034672007279,69.70453994857557,3.2722755461817625,-9.499991536150999,0
2.7796549562663784,63.05878720192952,1.8688348275055775,-14.807889647248752,0
4.767559780336619,196.82432600991592,4.2756797475215755,-44.19836986639852,0
3.153374300914855,94.20521593437164,1.337740864999926,-24.086318486128185,0
3.1806551887234744,59.25159440347764,1.456095164390319,-13.5439482321686,0
4.565468817890096,151.8247473182308,1.8615739179352322,-37.06652589393647,0
3.2451806307698434,63.46741863056358,3.794271909245088,-10.94768510111825,0
1.3997535934079752,75.4345701798909,3.0466195781423764,-20.081017547729424,0
3.6134820201657756,70.52788687875506,4.713449238024404,-9.922804683259352,0
2.2635567922699944,104.02173091525708,3.476947674699952,-26.33336612183981,0
1.8620979076646513,190.504658732186,3.2571462427793043,-53.423861595064096,0
1.7615497184682365,174.9793743267331,2.1532087896220378,-49.981563717972804,0
1.2578808392225942,195.4669710530477,3.830254607989055,-56.026577080537876,0
1.7640691369294208,128.51205635441195,2.274483989814699,-35.82797884431852,0
2.027404975332285,84.65749363028783,1.0784153351246872,-23.625339207760433,0
3.766618393513677,173.6538804848093,3.8456974062018134,-42.02464243980236,0
2.727890521335935,144.169276437561,1.6113331919750498,-39.41154606101075,0
1.8774853461744123,195.92612582418428,3.614892229418541,-54.70643350789395,0
3.1034764247444513,145.50093792301143,4.602864321040691,-34.52866355552275,0
2.9211198135210203,192.1674717475452,1.2343211105790606,-54.11427883743426,0
3.498724939116482,108.32280239500753,3.725498994002835,-23.381309856799316,0
3.7799208196712297,109.00563403446202,3.472989366735959,-23.192972696150843,0
2.4487367607132953,132.67215471009084,1.9884331148552734,-36.112243056567685,0
2.3722775803775322,145.21281458262706,4.257098917672936,-37.43650522268457,0
2.961474065254286,66.66864344039114,3.828217460767111,-12.515499607622203,0
3.723346845294033,157.90505123254,2.3875467760842897,-40.15975712331829,0
3.909335614302167,125.6516203584637,2.3745487132946446,-30.004494170278303,0
3.9812924824494336,136.04204410214874,2.0038195591902945,-33.56625857227282,0
3.9202672917322725,99.95641370649172,4.613715055197282,-17.894423841282823,0
1.8948543913965668,136.50259654596096,1.0543949991962145,-39.097878107215145,0
1.6622658999663487,197.71317217544146,3.2544859860145325,-56.201176837494515,0
3.5228061746664587,152.61928923431503,1.7935175274945587,-40.11078272971712,0
3.517301810951985,77.12151993014339,2.2758449454864427,-16.659644448450038,0
4.228203624628325,114.57441277466008,2.253778852295028,-26.30656372981285,0
4.957638457207582,86.99877926938098,2.1010528764690886,-16.148933785351954,0
1.1146045885348745,174.3762794973684,2.5731099008044933,-50.574280730834566,0
1.2860609368685623,173.47431814513953,3.5711762353493928,-49.428971614995966,0
3.308769078013804,140.71084305930282,2.66940242663247,-35.43147097136423,0
1.193816360221824,167.06695739683812,3.3734681044622237,-47.64356793382925,0
2.5478939507685587,91.09725755434664,1.7162941400344187,-23.954194617687268,0
2.075742395363593,193.27714469372478,1.370227333278614,-55.57546817862857,0
3.9482560164491884,123.73991542844831,3.0653501924852895,-27.988348727450667,0
1.9614202588274616,56.32835671247629,3.2594591507079356,-12.963666433488221,0
4.350215239344002,185.51160716707122,1.303371631877475,-48.99460637217255,0
2.105072882212878,61.88513398126369,3.98059520828537,-13.477032588175343,0
2.1969913974032758,180.80600652804358,2.91068384946922,-50.1131212834182,0
2.782060351669176,135.51039227769132,3.729759362794786,-33.91352300531196,0
4.482445537866592,159.9740379969556,3.528471799270241,-35.98307432840077,0
4.578826973226134,136.9977138178602,4.679184137510869,-26.235676430226167,0
1.7242727674233942,90.22122788748084,4.077011156663216,-23.021629776763064,0
1.0784566938906868,92.97366086221439,2.650048598456932,-26.16769351381728,0
4.129085528605608,176.35883105055444,3.7181127119072386,-41.74596490224665,0
2.678209001263712,88.33499478185276,4.99111933289008,-18.31074511761748,0
